Point in Time[s],Optimisation Time[s]
13550.0,0.016
13560.0,0.026
13570.0,0.016
13580.0,0.019
13590.0,0.026
13600.0,0.024
13610.0,0.021
13620.0,0.024
13630.0,0.019
13640.0,0.03
13650.0,0.02
13660.0,0.026
13670.0,0.027
13680.0,0.024
13690.0,0.018
13700.0,0.021
13710.0,0.03
13720.0,0.031
13730.0,0.019
13740.0,0.021
13750.0,0.024
13760.0,0.035
13770.0,0.03
13780.0,0.027
13790.0,0.031
13800.0,0.025
13810.0,0.02
13820.0,0.018
13830.0,0.029
13840.0,0.031
13850.0,0.025
13860.0,0.031
13870.0,0.026
13880.0,0.029
13890.0,0.025
13900.0,0.019
13910.0,0.029
13920.0,0.026
13930.0,0.027
13940.0,0.026
13950.0,0.028
13960.0,0.023
13970.0,0.024
13980.0,0.03
13990.0,0.023
14000.0,0.016
14010.0,0.032
14020.0,0.025
14030.0,0.029
14040.0,0.029
14050.0,0.033
14060.0,0.03
14070.0,0.023
14080.0,0.024
14090.0,0.026
14100.0,0.03
14110.0,0.021
14120.0,0.021
14130.0,0.028
14140.0,0.02
14150.0,0.026
14160.0,0.017
14170.0,0.018
14180.0,0.024
14190.0,0.027
14200.0,0.029
14210.0,0.026
14220.0,0.025
14230.0,0.026
14240.0,0.021
14250.0,0.027
14260.0,0.028
14270.0,0.023
14280.0,0.022
14290.0,0.023
14300.0,0.032
14310.0,0.023
14320.0,0.022
14330.0,0.03
14340.0,0.03
14350.0,0.03
14360.0,0.022
14370.0,0.026
14380.0,0.029
14390.0,0.028
14400.0,0.02
14410.0,0.026
14420.0,0.031
14430.0,0.024
14440.0,0.031
14450.0,0.027
14460.0,0.017
14470.0,0.017
14480.0,0.029
14490.0,0.02
14500.0,0.022
14510.0,0.029
14520.0,0.021
14530.0,0.029
14540.0,0.024
14550.0,0.026
14560.0,0.018
14570.0,0.03
14580.0,0.026
14590.0,0.022
14600.0,0.026
14610.0,0.028
14620.0,0.022
14630.0,0.02
14640.0,0.031
14650.0,0.022
14660.0,0.017
14670.0,0.03
14680.0,0.025
14690.0,0.027
14700.0,0.031
14710.0,0.026
14720.0,0.025
14730.0,0.019
14740.0,0.035
14750.0,0.024
14760.0,0.028
14770.0,0.02
14780.0,0.028
14790.0,0.027
14800.0,0.029
14810.0,0.036
14820.0,0.02
14830.0,0.019
14840.0,0.029
14850.0,0.025
14860.0,0.029
14870.0,0.033
14880.0,0.016
14890.0,0.019
14900.0,0.027
14910.0,0.023
14920.0,0.02
14930.0,0.026
14940.0,0.02
14950.0,0.031
14960.0,0.033
14970.0,0.021
14980.0,0.024
14990.0,0.02
15000.0,0.028
15010.0,0.02
15020.0,0.022
15030.0,0.03
15040.0,0.03
15050.0,0.025
15060.0,0.022
15070.0,0.026
15080.0,0.024
15090.0,0.026
15100.0,0.018
15110.0,0.028
15120.0,0.021
15130.0,0.022
15140.0,0.027
15150.0,0.03
15160.0,0.025
15170.0,0.024
15180.0,0.023
15190.0,0.028
15200.0,0.03
15210.0,0.024
15220.0,0.019
15230.0,0.033
15240.0,0.031
15250.0,0.025
15260.0,0.029
15270.0,0.017
15280.0,0.027
15290.0,0.02
15300.0,0.027
15310.0,0.029
15320.0,0.023
15330.0,0.024
15340.0,0.03
15350.0,0.026
15360.0,0.029
15370.0,0.027
15380.0,0.019
15390.0,0.029
15400.0,0.02
15410.0,0.029
15420.0,0.029
15430.0,0.029
15440.0,0.025
15450.0,0.017
15460.0,0.027
15470.0,0.019
15480.0,0.02
15490.0,0.029
15500.0,0.018
15510.0,0.022
